ENTREZID	SYMBOL	GENENAME	baseMean	log2FC_shrink	lfcSE	pvalue	FDR	log2FC_raw	pvalue_raw	sig_status
258783	Or8b53	olfactory receptor family 8 subfamily B member 53	115.190898302422	0.772424742709632	0.199734880251074	0.000105893816668931	0.0169883937313156	1.31394314265764	0.000105893816668931	up
170743	Tlr7	toll-like receptor 7	5.95669488664516	0.778255130040585	0.201492491594574	0.000112512164869849	0.0178678409705432	1.85146400480445	0.000112512164869849	up
623121	Ifi213	interferon activated gene 213	4.81346256707823	0.612035447019004	0.172498116096894	0.000114086719544328	0.0179314402963031	3.0876393821133	0.000114086719544328	up
11630	Crybg1	crystallin beta-gamma domain containing 1	26.0270425664984	0.688024449896339	0.179259773981872	0.000125786336439203	0.0190155075143957	0.938474877735734	0.000125786336439203	up
15959	Ifit3	interferon-induced protein with tetratricopeptide repeats 3	923.673370425511	0.673531091284946	0.186123799070555	0.000124959298867292	0.0190155075143957	2.37963518370874	0.000124959298867292	up
100039796	Tgtp2	T cell specific GTPase 2	26.0047450377457	0.679915476645892	0.187904831164439	0.000134910611292134	0.0200100436861786	2.33612704358322	0.000134910611292134	up
20558	Slfn4	schlafen 4	43.7303076234989	0.631789113702277	0.180022679631553	0.000136945706226337	0.0201220597503782	2.57394900537296	0.000136945706226337	up
14131	Fcgr3	Fc receptor, IgG, low affinity III	24.8551935547841	0.767130614396068	0.201849381782652	0.000142745864180431	0.0202184727625652	1.39327268054277	0.000142745864180431	up
99899	Ifi44	interferon-induced protein 44	171.708513525453	0.662851596016175	0.18521015126896	0.000141708624343478	0.0202184727625652	2.39260567307223	0.000141708624343478	up
15951	Ifi204	interferon activated gene 204	41.4072547469365	0.655638995305507	0.184374817055742	0.000141306242277429	0.0202184727625652	2.43302119578544	0.000141306242277429	up
12977	Csf1	colony stimulating factor 1 (macrophage)	222.341417378852	0.60907001013401	0.159982189718639	0.000140650511962346	0.0202184727625652	0.754024848863178	0.000140650511962346	up
68395	H2-Q8	histocompatibility 2, Q region locus 8	10.0191014869216	0.747668571535205	0.199627650228905	0.000153315404062922	0.0211440770410286	1.89287112223469	0.000153315404062922	up
